longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-1.4230365222084413,1.0136058988887096,1.8611187475164104,0.31191220970926664,1.359094285758027,0.1374600391676503,1.394812491429575,-0.9364914916124666,458300.0,NEAR BAY
0.5963944502515679,-0.7021029984815921,0.9076297101651685,-0.3086199097053304,-0.4363559800623655,-0.6937706191279323,-0.3734847142852014,1.171941975054816,483800.0,<1H OCEAN
-1.2030984955048774,1.2761187356448225,0.35142777171027734,-0.7122403590590727,-0.7595842145136057,-0.7887684086474275,-0.7757266192779274,-0.7597888147073368,101700.0,INLAND
1.2312155727823104,-0.8849244383653132,-0.9198909447580452,0.7022616919073871,0.7362311186403087,0.3831754755209599,0.7313745442337799,-0.8502808825690126,96100.0,INLAND
0.7113620551193355,-0.8755489799097363,0.5898000310480879,0.790124646868746,1.5855899828917426,0.44437597453832695,1.75526302966981,-0.18036472130798487,361800.0,NEAR OCEAN
-0.8681928639335389,1.0886095665333146,1.8611187475164104,-0.37085616946962624,-0.5614004795216044,-0.6681942911803759,-0.4727392103223676,-0.2768825460249358,92600.0,INLAND
0.6063916332835462,-0.8380471460874355,0.4308851914895475,-0.7108675003878014,-0.8067708180831298,-0.8371807436910162,-0.8932648382693085,1.185526356737322,349300.0,<1H OCEAN
-1.2780773682447248,0.8307844590049884,0.5898000310480879,0.9827824804038089,0.8518382973856428,0.560382890586172,1.0186901906571557,0.8118237166777144,440900.0,NEAR BAY
0.5664029011556261,-0.6224116016092002,-0.5226038458616944,0.24830309127369957,0.6678105434644988,1.1285427471354603,0.6425678898847365,-0.59371049857335,160100.0,<1H OCEAN
0.7213592381513209,-0.7396048323038931,-0.9198909447580452,-0.42348241853502344,0.07797799884544732,0.15024820314142848,0.17763893476327391,-1.4181291799042832,183900.0,<1H OCEAN
-0.9831604688013136,1.6136352400455374,-0.44314642608242427,-0.7154436959587055,-0.7619435446920818,-0.640791082665137,-0.7913983818101116,-0.7984805166201562,57500.0,INLAND
0.6163888163155244,-0.7489802907594699,1.0665445497237087,-0.28802702963626187,-0.10604975507569671,-0.20325318670515444,-0.1906474847430532,-1.0199535098096548,134600.0,<1H OCEAN
-1.223092861568834,0.7604685205881734,0.4308851914895475,-0.4006014406805029,-0.6982416298732244,-0.6700211717480585,-0.7234874108373137,2.2002849541721656,500001.0,<1H OCEAN
-1.3530562409845794,2.2792927903913935,-0.6020612656409646,-0.1072673045855496,-0.1485176982882684,-0.20873382840820223,-0.22982689107351353,-0.6457222945873038,83100.0,INLAND
1.1912268406543904,-1.339634173460721,0.4308851914895475,0.67205880113942,0.2950363752652582,0.21327558272647815,0.37614792683760623,0.2850457094876085,252000.0,NEAR OCEAN
0.8313282515031027,-0.8708612506819495,-0.2047741667446138,0.7585488974295076,1.175066531836883,1.9826094125270755,1.2198111431535188,-0.4363008151083554,184000.0,<1H OCEAN
-0.758223850581757,0.924539043560744,1.0665445497237087,-0.39007619086742346,-0.5731971304139855,-0.4608433467484009,-0.5563219438273496,0.008442326823969736,171400.0,INLAND
-1.413039339176463,1.004230440433136,0.2719703519310072,-1.0467602552921629,-0.9601272796840832,-1.016215039323911,-1.031698740636935,-0.685154001727964,350000.0,NEAR BAY
0.9562930394028556,-0.008319072769011962,-1.3966354634336662,1.4907401887741647,1.4133588798629797,1.1897432461528274,1.4940669874667412,0.14777473972313898,85700.0,INLAND
0.6263859993475098,-0.7864821245817708,1.4638316486200595,-0.6143097738417247,-0.5826344511278903,-0.6590598883419629,-0.6163970335340555,-0.2902026401260702,166500.0,<1H OCEAN
0.8163324769551319,-0.8802367091375265,0.35142777171027734,-0.5484125576207056,-0.476464593096461,-0.17584997818991543,-0.4413956852579993,-0.07782113973575876,176200.0,<1H OCEAN
-1.4480294797883906,0.9807917942941954,1.8611187475164104,-0.22350267208651395,-0.6109464132696047,-0.6060803518791675,-0.5902774293137486,3.6262750282214014,500001.0,NEAR OCEAN
-0.608266105102055,1.4964420093508446,-1.0788057843165855,-0.5790730679457631,-0.5849937813063665,-0.6544926869227564,-0.6816960440848226,-1.1355000403853694,118500.0,INLAND
-1.3530562409845794,1.0464200034832236,1.8611187475164104,-0.37817808238307277,-0.4387153102408417,-0.5457932931456417,-0.4205000018817538,-0.16276316838862845,191700.0,NEAR BAY
-0.3983252614304693,1.0979850249888883,0.0335980925931967,-0.060132490205237296,0.12280527223649523,-0.28637625253471266,0.1306236471667215,-1.1989819174308558,91400.0,INLAND
0.6713733229914154,-0.7208539153927426,0.7487148706066281,-0.7268841848859658,-0.6840856488023671,-0.5722830613770394,-0.7078156483051296,-0.6123163443019186,143800.0,<1H OCEAN
